账户(出资实体),交易日期,股票代码,股票名称,交易,股数,交易货币,价格,股票总值,股票净值
E,2017/9/18,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"18,870,253.00", 欧元(EUR) ,0.23,"4,274,660.00","4,281,996.43"
E,2017/9/19,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"7,499,866.00", 欧元(EUR) ,0.23,"1,737,973.95","1,740,954.71"
E,2017/9/20,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"15,439,463.00", 欧元(EUR) ,0.23,"3,526,543.00","3,532,597.10"
E,2017/9/21,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"6,342,083.00", 欧元(EUR) ,0.23,"1,463,334.18","1,465,845.60"
E,2017/9/22,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"4,924,761.00", 欧元(EUR) ,0.23,"1,138,053.00","1,140,007.98"
E,2017/9/25,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"15,542,500.00", 欧元(EUR) ,0.23,"3,551,321.00","3,557,418.08"
E,2017/9/26,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"5,000,000.00", 欧元(EUR) ,0.23,"1,147,110.00","1,149,079.16"
E,2017/9/27,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"3,900,000.00", 欧元(EUR) ,0.24,"925,255.50","926,844.47"
E,2017/9/28,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"19,541,396.00", 欧元(EUR) ,0.24,"4,757,978.00","4,766,136.41"
E,2017/9/29,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"16,500,000.00", 欧元(EUR) ,0.25,"4,045,008.00","4,051,941.24"
E,2017/10/2,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"11,750,000.00", 欧元(EUR) ,0.25,"2,892,462.25","2,893,663.75"
E,2017/10/3,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"14,000,000.00", 欧元(EUR) ,0.25,"3,430,924.00","3,436,806.36"
E,2017/10/4,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"22,467,536.00", 欧元(EUR) ,0.24,"5,388,838.51","5,398,094.69"
E,2017/10/5,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"3,350,000.00", 欧元(EUR) ,0.24,"811,212.55","812,607.35"
E,2017/10/6,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"8,680,000.00", 欧元(EUR) ,0.25,"2,126,747.56","2,130,396.56"
E,2017/10/9,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"6,200,000.00", 欧元(EUR) ,0.25,"1,536,564.60","1,539,201.49"
E,2017/10/10,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"5,500,000.00", 欧元(EUR) ,0.25,"1,348,364.00","1,350,677.30"
E,2017/10/11,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"3,800,000.00", 欧元(EUR) ,0.25,"932,672.00","934,272.25"
E,2017/10/12,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"4,000,000.00", 欧元(EUR) ,0.25,"984,616.00","986,305.53"
E,2017/10/13,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"6,000,000.00", 欧元(EUR) ,0.25,"1,500,006.00","1,502,584.05"
J,2017/10/17,COWN,Cowen Group,买入,"4,500.00", 美元(USD) ,15.96,"71,821.60","71,975.28"
J,2017/10/18,COWN,Cowen Group,买入,"11,000.00", 美元(USD) ,15.92,"175,150.00","175,412.72"
J,2017/10/19,COWN,Cowen Group,买入,"11,964.00", 美元(USD) ,15.63,"187,013.40","187,293.92"
J,2017/10/20,COWN,Cowen Group,买入,"8,300.00", 美元(USD) ,15.74,"130,676.10","130,872.11"
A,2017/10/23,CLNS,Colony Northstar,买入,"400,000.00", 美元(USD) ,12.51,"5,005,760.00","5,010,765.76"
J,2017/10/23,COWN,Cowen Group,买入,"9,356.00", 美元(USD) ,15.48,"144,828.43","145,045.67"
A,2017/10/24,CLNS,Colony Northstar,买入,"258,963.00", 美元(USD) ,12.58,"3,258,583.22","3,261,841.80"
A,2017/10/25,CLNS,Colony Northstar,买入,"420,871.00", 美元(USD) ,12.52,"5,267,284.74","5,272,552.02"
A,2017/10/26,CLNS,Colony Northstar,买入,"194,364.00", 美元(USD) ,12.49,"2,426,692.85","2,429,119.44"
A,2017/10/30,CLNS,Colony Northstar,买入,"200,000.00", 美元(USD) ,12.51,"2,501,120.00","2,503,621.12"
A,2017/10/31,CLNS,Colony Northstar,买入,"160,000.00", 美元(USD) ,12.29,"1,966,368.00","1,968,334.37"
A,2017/11/2,CLNS,Colony Northstar,买入,"200,000.00", 美元(USD) ,12.38,"2,475,160.00","2,477,635.16"
A,2017/11/3,CLNS,Colony Northstar,买入,"200,000.00", 美元(USD) ,12.38,"2,476,220.00","2,478,696.22"
A,2017/11/7,CLNS,Colony Northstar,买入,"500,000.00", 美元(USD) ,12.4,"6,200,700.00","6,206,900.70"
A,2017/11/8,CLNS,Colony Northstar,买入,"94,402.00", 美元(USD) ,12.36,"1,166,525.51","1,167,692.04"
A,2017/11/9,CLNS,Colony Northstar,买入,"26,972.00", 美元(USD) ,12.37,"333,724.56","334,058.28"
A,2017/11/10,CLNS,Colony Northstar,买入,"392,318.00", 美元(USD) ,12.57,"4,931,358.80","4,936,290.16"
F,2017/11/10,002027.SZ,分众传媒,卖出,"-5,507,200.00", 人民币(CNY) ,11,"-60,579,200.00","-60,494,389.12"
A,2017/11/13,CLNS,Colony Northstar,买入,"98,516.00", 美元(USD) ,12.6,"1,241,143.97","1,242,385.11"
F,2017/11/13,002027.SZ,分众传媒,卖出,"-2,807,510.00", 人民币(CNY) ,11.18,"-31,387,961.80","-31,344,018.66"
E,2017/11/14,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"14,100,000.00", 欧元(EUR) ,0.25,"3,576,369.15","3,582,507.65"
A,2017/11/14,CLNS,Colony Northstar,买入,"253,600.00", 美元(USD) ,12.46,"3,160,337.84","3,163,498.18"
E,2017/11/15,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"4,192,576.00", 欧元(EUR) ,0.25,"1,043,947.23","1,045,741.46"
A,2017/11/15,CLNS,Colony Northstar,买入,"400,000.00", 美元(USD) ,12.42,"4,968,320.00","4,973,288.32"
E,2017/11/16,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"6,512,669.00", 欧元(EUR) ,0.25,"1,653,006.57","1,655,847.58"
E,2017/11/17,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"2,000,000.00", 欧元(EUR) ,0.25,"505,750.00","506,620.02"
E,2017/11/20,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"2,500,000.00", 欧元(EUR) ,0.25,"632,402.50","633,487.96"
E,2017/11/21,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"1,950,840.00", 欧元(EUR) ,0.25,"487,988.97","488,828.36"
E,2017/11/22,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"4,716,813.00", 欧元(EUR) ,0.25,"1,185,089.83","1,187,126.64"
F,2017/11/22,002027.SZ,分众传媒,卖出,"-8,000,000.00", 人民币(CNY) ,12.43,"-99,440,000.00","-99,300,784.00"
E,2017/11/23,BCP.PL,BANCO COMERCIAL PORTUGUES,买入,"1,460,000.00", 欧元(EUR) ,0.25,"363,020.24","363,644.16"
F,2017/11/29,002027.SZ,分众传媒,卖出,"-8,985,291.00", 人民币(CNY) ,11.13,"-100,006,288.83","-99,866,280.02"
F,2017/12/5,002027.SZ,分众传媒,卖出,"-26,650,000.00", 人民币(CNY) ,11.55,"-307,807,500.00","-307,376,569.50"
F,2017/12/14,002027.SZ,分众传媒,卖出,"-4,940,238.00", 人民币(CNY) ,12.32,"-60,863,732.16","-60,778,522.94"
C,2018/1/10,CLNS,Colony Northstar,买入,"180,180.00", 美元(USD) ,10.95,"1,973,205.23","1,976,165.04"
D,2018/1/11,CLNS,Colony Northstar,买入,"45,454.00", 美元(USD) ,10.8,"490,980.47","493,253.17"
A,2018/1/11,CLNS,Colony Northstar,买入,"238,000.00", 美元(USD) ,10.81,"2,573,279.80","2,575,853.08"
B,2018/1/24,CLNS,Colony Northstar,买入,"75,000.00", 美元(USD) ,10.06,"754,402.50","755,152.50"
B,2018/1/25,CLNS,Colony Northstar,买入,"24,855.00", 美元(USD) ,9.86,"245,003.19","245,003.19"
F,2018/1/26,002027.SZ,分众传媒,卖出,"-4,548,640.00", 人民币(CNY) ,14.92,"-67,870,440.60","-67,775,421.58"
F,2018/1/29,002027.SZ,分众传媒,卖出,"-697,540.00", 人民币(CNY) ,14.88,"-10,379,193.20","-10,364,662.25"
F,2018/1/31,002027.SZ,分众传媒,卖出,"-6,192,100.00", 人民币(CNY) ,14.33,"-88,749,052.20","-88,624,802.75"
F,2018/2/1,002027.SZ,分众传媒,卖出,"-4,776,600.00", 人民币(CNY) ,14.33,"-68,428,083.80","-68,332,282.84"
F,2018/2/2,002027.SZ,分众传媒,卖出,"-8,267,900.00", 人民币(CNY) ,14.8,"-122,387,022.18","-122,215,679.67"
F,2018/2/5,002027.SZ,分众传媒,卖出,"-1,461,183.00", 人民币(CNY) ,14.72,"-21,511,536.13","-21,481,042.29"
F,2018/2/6,002027.SZ,分众传媒,卖出,"-1,866,700.00", 人民币(CNY) ,14.14,"-26,402,604.80","-26,364,789.12"
F,2018/2/7,002027.SZ,分众传媒,卖出,"-1,155,300.00", 人民币(CNY) ,14.17,"-16,374,066.90","-16,351,726.37"
C,2018/2/8,CLNS,Colony Northstar,买入,"227,000.00", 美元(USD) ,8.52,"1,934,494.00","1,937,395.74"
F,2018/2/8,002027.SZ,分众传媒,卖出,"-1,348,300.00", 人民币(CNY) ,14.07,"-18,974,625.90","-18,948,690.58"
F,2018/2/12,002027.SZ,分众传媒,卖出,"-3,990,300.00", 人民币(CNY) ,14.05,"-56,051,744.10","-55,972,893.15"
A,2018/2/13,CLNS,Colony Northstar,买入,"205,782.00", 美元(USD) ,8.41,"1,731,346.86","1,733,251.34"
F,2018/2/13,002027.SZ,分众传媒,卖出,"-1,240,200.00", 人民币(CNY) ,14.4,"-17,862,600.60","-17,837,154.30"
F,2018/2/14,002027.SZ,分众传媒,卖出,"-1,536,908.00", 人民币(CNY) ,14.08,"-21,636,590.82","-21,605,774.51"
F,2018/2/22,002027.SZ,分众传媒,卖出,"-10,351,480.00", 人民币(CNY) ,14.49,"-150,018,714.53","-149,808,682.82"
A,2018/2/23,CLNS,Colony Northstar,买入,"309,000.00", 美元(USD) ,8.06,"2,490,787.20","2,493,527.07"
F,2018/2/23,002027.SZ,分众传媒,卖出,"-3,510,400.00", 人民币(CNY) ,14.19,"-49,820,480.69","-49,750,731.49"
B,2018/2/26,CLNS,Colony Northstar,买入,"123,747.00", 美元(USD) ,8.02,"992,450.94","993,524.83"
A,2018/2/28,CLNS,Colony Northstar,买入,"250,000.00", 美元(USD) ,7.87,"1,967,175.00","1,968,552.02"
C,2018/2/28,CLNS,Colony Northstar,买入,"125,000.00", 美元(USD) ,7.85,"981,612.50","983,084.92"
A,2018/3/1,CLNS,Colony Northstar,买入,"1,075,123.00", 美元(USD) ,5.74,"6,171,930.41","6,174,399.18"
C,2018/3/1,CLNS,Colony Northstar,买入,"163,000.00", 美元(USD) ,5.82,"948,236.20","949,658.55"
A,2018/3/2,CLNS,Colony Northstar,买入,"344,000.00", 美元(USD) ,5.77,"1,984,880.00","1,985,673.95"
F,2018/3/5,002027.SZ,分众传媒,卖出,"-3,592,000.00", 人民币(CNY) ,14.46,"-51,947,998.48","-51,875,270.55"
F,2018/3/21,002027.SZ,分众传媒,卖出,"-636,000.00", 人民币(CNY) ,14.22,"-9,045,209.00","-9,032,543.49"
F,2018/3/22,002027.SZ,分众传媒,卖出,"-115,000.00", 人民币(CNY) ,14.01,"-1,611,250.00","-1,608,994.25"
F,2018/3/27,002027.SZ,分众传媒,卖出,"-1,578,800.00", 人民币(CNY) ,14.05,"-22,180,027.98","-22,148,975.25"
F,2018/3/29,002027.SZ,分众传媒,卖出,"-4,408,900.00", 人民币(CNY) ,13.12,"-57,835,027.83","-57,754,055.78"
F,2018/3/30,002027.SZ,分众传媒,卖出,"-3,403,500.00", 人民币(CNY) ,13.1,"-44,576,298.00","-44,513,890.72"
F,2018/4/2,002027.SZ,分众传媒,卖出,"-3,171,900.00", 人民币(CNY) ,13.14,"-41,667,451.00","-41,609,116.23"
F,2018/4/26,002027.SZ,分众传媒,卖出,"-100,000,000.00", 人民币(CNY) ,10.15,"-1,015,000,000.00","-1,013,392,636.84"
